id,case_number,date_time,latitude,longitude,type,place_description,police_district
HOM-JG284297-#3,JG284297,2023-06-01 20:20:00,41.817371654,-87.632965346,HOMICIDE,PORCH,009
HOM-JG286408-#2,JG286408,2023-06-03 11:48:00,41.764038346,-87.645885346,HOMICIDE,STREET,007
HOM-JG287084-#1,JG287084,2023-06-03 22:01:00,41.891346904,-87.721750941,HOMICIDE,STREET,011
HOM-JG287198-#7,JG287198,2023-06-04 01:00:00,41.896908346,-87.746795346,HOMICIDE,STREET,015
HOM-JG288488-#1,JG288488,2023-06-05 03:11:00,41.813488346,-87.605665346,HOMICIDE,ALLEY,002
HOM-JG295019-#1,JG295019,2023-06-09 23:00:00,41.877133096,-87.688859059,HOMICIDE,STREET,011
HOM-JG296336-#1,JG296336,2023-06-11 00:56:00,41.902346904,-87.719459059,HOMICIDE,STREET,025
HOM-JG296565-#2,JG296565,2023-06-11 08:08:00,41.764631259,-87.702304632,HOMICIDE,PARK PROPERTY,008
HOM-JG297150-#1,JG297150,2023-06-11 18:03:00,41.855579669,-87.712138547,HOMICIDE,STREET,010
HOM-JG297834-#1,JG297834,2023-06-12 11:03:00,41.868446904,-87.719190941,HOMICIDE,STREET,011
HOM-JG298842-#1,JG298842,2023-06-13 01:31:00,41.851038346,-87.730944654,HOMICIDE,ALLEY,010
HOM-JG303851-#1,JG303851,2023-06-16 18:33:00,41.876563096,-87.724730941,HOMICIDE,STREET,011
HOM-JG304144-#1,JG304144,2023-06-17 00:13:00,41.748126904,-87.664980941,HOMICIDE,STREET,006
HOM-JG307327-#1,JG307327,2023-06-19 14:32:00,41.749741654,-87.706045346,HOMICIDE,STREET,008
HOM-JG307399-#2,JG307399,2023-06-19 15:43:00,41.885093096,-87.742479059,HOMICIDE,STREET,011
HOM-JG307916-#3,JG307916,2023-06-19 23:55:00,41.875826904,-87.722909059,HOMICIDE,STREET,011
HOM-JG311474-#1,JG311474,2023-06-22 16:18:00,41.901596904,-87.719780941,HOMICIDE,STREET,011
HOM-JG313087-#1,JG313087,2023-06-23 18:18:00,41.871861654,-87.699185346,HOMICIDE,STREET,011
HOM-JG313244-#1,JG313244,2023-06-23 19:56:00,41.806546904,-87.658720941,HOMICIDE,STREET,009
HOM-JG315543-#1,JG315543,2023-06-25 16:11:00,41.847931654,-87.695054654,HOMICIDE,STREET,010
HOM-JG318156-#1,JG318156,2023-06-27 13:07:00,41.86007264,-87.729380763,HOMICIDE,STREET,010
HOM-JG318304-#1,JG318304,2023-06-27 15:16:00,41.814836904,-87.606260941,HOMICIDE,PARKING LOT,002
HOM-JG318738-#1,JG318738,2023-06-27 19:53:00,41.786828346,-87.664705346,HOMICIDE,STREET,007
HOM-JG319024-#2,JG319024,2023-06-28 03:14:00,41.771476904,-87.673560941,HOMICIDE,STREET,007
HOM-JG320340-#1,JG320340,2023-06-29 02:07:00,41.875009669,-87.727998547,HOMICIDE,STREET,011
HOM-JG321314-#2,JG321314,2023-06-29 19:17:00,41.772386904,-87.634440941,HOMICIDE,STREET,007
HOM-JG324101-#3,JG324101,2023-07-01 19:49:00,41.795683096,-87.732610941,HOMICIDE,STREET,008
HOM-JG326982-#2,JG326982,2023-07-04 07:20:00,41.812718346,-87.669344654,HOMICIDE,STREET,009
HOM-JG328142-#6,JG328142,2023-07-05 04:47:00,41.792198346,-87.657884654,HOMICIDE,STREET,007
HOM-JG329745-#1,JG329745,2023-07-06 09:38:00,41.8832605,-87.748,HOMICIDE,ALLEY,015
HOM-JG333262-#1,JG333262,2023-07-08 21:43:00,41.909788346,-87.766164654,HOMICIDE,STREET,025
HOM-JG336094-#2,JG336094,2023-07-11 00:03:00,41.739456904,-87.561990941,HOMICIDE,STREET,004
HOM-JG336108-#2,JG336108,2023-07-11 00:35:00,41.882088346,-87.747895346,HOMICIDE,STREET,015
HOM-JG340032-#1,JG340032,2023-07-13 22:37:00,41.777538346,-87.696694654,HOMICIDE,STREET,008
HOM-JG342457-#1,JG342457,2023-07-15 18:17:00,41.801401654,-87.690635346,HOMICIDE,ALLEY,009
HOM-JG342881-#5,JG342881,2023-07-16 02:24:00,41.882403096,-87.727640941,HOMICIDE,STREET,011
HOM-JG344146-#2,JG344146,2023-07-17 04:58:00,41.746316904,-87.548069059,HOMICIDE,STREET,004
HOM-JG346137-#1,JG346137,2023-07-18 13:57:00,41.733361654,-87.623115346,HOMICIDE,STREET,006
HOM-JG350987-#1,JG350987,2023-07-22 00:13:00,41.862131654,-87.708575346,HOMICIDE,STREET,010
HOM-JG351026-#1,JG351026,2023-07-22 01:15:00,41.749616904,-87.665059059,HOMICIDE,STREET,006
HOM-JG351062-#1,JG351062,2023-07-22 01:49:00,41.773948346,-87.702434654,HOMICIDE,PARKING LOT,008
HOM-JG352265-#1,JG352265,2023-07-23 01:52:00,41.8517505,-87.70298,HOMICIDE,STREET,010
HOM-JG353887-#1,JG353887,2023-07-24 11:11:00,41.752491654,-87.624895346,HOMICIDE,STREET,006
HOM-JG355539-#1,JG355539,2023-07-25 14:55:00,41.857783096,-87.727769059,HOMICIDE,YARD,010
